Year,StateANSI,OtherStateANSI,InflowReturns,InflowExemptions,InflowAGI
2002,38,30,479,954,11495
2001,38,30,470,886,10852
2000,38,30,448,854,10744
1999,38,30,504,1020,12332
1998,38,30,524,1015,11612
1997,38,30,499,1025,10734
1996,38,30,550,1123,11075
1995,38,30,526,1152,10260
1994,38,30,440,1003,8315
1993,38,30,446,914,8077
2011,38,31,129,257,4842
2010,38,31,177,368,7890
2009,38,31,172,345,6961
2008,38,31,143,276,5483
2007,38,31,118,225,4915
2006,38,31,123,248,4911
2005,38,31,132,264,4323
2004,38,31,163,351,6459
2003,38,31,131,272,4261
2002,38,31,102,242,4435
2001,38,31,150,329,5570
2000,38,31,123,265,4443
1999,38,31,140,324,5390
1998,38,31,161,367,5152
1997,38,31,120,258,4090
1996,38,31,134,343,4854
1995,38,31,115,237,2997
1994,38,31,107,249,2646
1993,38,31,153,356,4453
2011,38,32,156,315,5596
2010,38,32,165,319,5796
2009,38,32,126,226,4618
2008,38,32,116,244,4894
2007,38,32,133,257,5653
2006,38,32,97,162,3066
2005,38,32,91,167,2864
2004,38,32,97,165,3366
2003,38,32,85,159,3064
2002,38,32,113,211,3168
2001,38,32,83,145,2479
2000,38,32,80,136,2157
1999,38,32,80,177,2720
1998,38,32,95,204,2650
1997,38,32,72,162,2246
1996,38,32,94,194,2617
1995,38,32,88,202,2394
1994,38,32,95,167,1812
1993,38,32,104,206,2075
2011,38,33,17,24,979
2010,38,33,15,28,930
2009,38,33,15,22,319
2008,38,33,10,20,361
2007,38,33,12,25,480
2006,38,33,14,17,237
2005,38,33,22,31,667
2004,38,33,33,72,2003
2003,38,33,10,14,176
2002,38,33,17,28,537
2001,38,33,0,0,0
2000,38,33,11,23,428
1999,38,33,0,0,0
1998,38,33,0,0,0
1997,38,33,10,14,156
1996,38,33,8,10,343
1995,38,33,12,18,153
1994,38,33,15,21,201
1993,38,33,22,39,848
2011,38,34,50,86,1442
2010,38,34,43,77,2396
2009,38,34,37,68,1647
2008,38,34,31,48,1018
2007,38,34,41,73,1699
2006,38,34,39,78,1618
2005,38,34,42,75,1776
2004,38,34,42,90,1336
2003,38,34,44,76,1584
2002,38,34,34,52,1053
2001,38,34,33,45,652
2000,38,34,36,60,723
1999,38,34,48,94,1897
1998,38,34,42,87,1816
1997,38,34,43,87,1495
1996,38,34,55,104,1466
1995,38,34,50,97,1453
1994,38,34,54,101,1137
1993,38,34,40,74,1222
2011,38,35,86,197,4344
2010,38,35,67,134,2733
2009,38,35,79,170,3509
2008,38,35,52,103,2328
2007,38,35,64,123,2471
2006,38,35,54,111,1934
2005,38,35,47,95,1448
2004,38,35,60,101,1977
2003,38,35,47,95,1322
2002,38,35,51,105,1360
2001,38,35,62,134,1943
2000,38,35,67,162,2176
1999,38,35,68,142,1621
1998,38,35,56,119,1546
1997,38,35,62,126,1800
1996,38,35,76,164,2078
1995,38,35,68,153,1391
1994,38,35,49,109,1039
1993,38,35,56,127,1422
2011,38,36,142,244,12369
2010,38,36,106,189,4874
2009,38,36,117,185,4422
2008,38,36,78,153,2250
2007,38,36,105,182,3854
2006,38,36,93,158,2866
2005,38,36,83,142,2758
2004,38,36,112,184,3867
2003,38,36,97,139,2787
2002,38,36,103,157,3365
2001,38,36,89,140,3459
2000,38,36,79,139,2220
1999,38,36,100,175,2887
1998,38,36,99,198,2640
1997,38,36,101,204,2670
1996,38,36,187,399,4132
1995,38,36,328,836,8523
1994,38,36,127,258,3482
1993,38,36,109,187,2160
2011,38,37,130,264,4939
2010,38,37,134,298,4919
2009,38,37,107,222,3730
2008,38,37,82,138,2479
2007,38,37,97,196,6029
2006,38,37,89,172,3083
2005,38,37,72,148,2256
2004,38,37,101,203,3235
2003,38,37,81,151,2183
2002,38,37,76,136,2285
2001,38,37,77,131,2706
2000,38,37,74,138,2005
1999,38,37,86,173,2231
1998,38,37,60,108,1185
1997,38,37,88,177,1883
1996,38,37,83,190,2294
1995,38,37,98,170,1610
1994,38,37,77,144,1217
1993,38,37,112,219,2254
2011,38,38,260023,537412,16192846
2010,38,38,258203,534299,14653419
2009,38,38,258096,533895,15138131
2008,38,38,254561,530106,13989686
2007,38,38,244561,517666,12686414
2006,38,38,241921,517514,11766199
2005,38,38,240475,519147,11170847
2004,38,38,238361,518082,10322059
2003,38,38,237250,518665,9870090
2002,38,38,237373,520390,9890035
2001,38,38,235561,522163,9923596
2000,38,38,234951,524862,9314846
1999,38,38,233197,524068,8773931
1998,38,38,229838,521357,8334990
1997,38,38,229954,525500,7943180
1996,38,38,229530,528012,7588470
1995,38,38,226177,522759,7197489
1994,38,38,225225,522213,7023663
1993,38,38,224627,521264,6856110
2011,38,39,144,248,4099
2010,38,39,161,286,4654
2009,38,39,111,194,4379
2008,38,39,115,207,4047
2007,38,39,91,156,3630
2006,38,39,91,159,3046
2005,38,39,127,221,5039
2004,38,39,118,235,4103
2003,38,39,105,170,3488
2002,38,39,101,177,2990
2001,38,39,110,190,3599
2000,38,39,107,197,3887
1999,38,39,107,198,2928
1998,38,39,105,204,2851
1997,38,39,89,181,2088
1996,38,39,109,214,3254
1995,38,39,124,218,2490
1994,38,39,119,241,2568
1993,38,39,122,238,2317
2011,38,40,153,300,6634
2010,38,40,104,204,4265
2009,38,40,97,213,3753
2008,38,40,79,153,3253
2007,38,40,94,179,2933
2006,38,40,95,203,3064
2005,38,40,76,143,2909
2004,38,40,71,129,1881
2003,38,40,85,167,2301
2002,38,40,94,185,2952
2001,38,40,74,147,1960
2000,38,40,86,185,2177
1999,38,40,89,175,2733
1998,38,40,83,183,1958
1997,38,40,111,261,2480
1996,38,40,88,208,2156
1995,38,40,96,205,2547
1994,38,40,58,140,1156
1993,38,40,90,202,2069
2011,38,41,155,271,4423
2010,38,41,124,216,3488
2009,38,41,119,208,4497
2008,38,41,99,183,3851
2007,38,41,98,164,2434
2006,38,41,111,185,4284
2005,38,41,108,213,3406
2004,38,41,128,250,3285
2003,38,41,111,214,2789
2002,38,41,99,167,2180
2001,38,41,70,144,2291
2000,38,41,119,247,3415
1999,38,41,97,182,2593
1998,38,41,108,207,2628
1997,38,41,94,203,2172
1996,38,41,103,214,2447
1995,38,41,96,192,2018
1994,38,41,122,242,2690
1993,38,41,105,220,2123
2011,38,42,118,193,4027
2010,38,42,105,170,3712
2009,38,42,79,148,3750
2008,38,42,88,185,4396
2007,38,42,74,148,2646
2006,38,42,92,173,3836
2005,38,42,105,172,3289
2004,38,42,78,129,1978
2003,38,42,85,143,2396
2002,38,42,99,178,2793
2001,38,42,96,146,2558
2000,38,42,84,126,3359
1999,38,42,80,148,2196
1998,38,42,84,162,2512
1997,38,42,99,202,3317
1996,38,42,101,193,2341
1995,38,42,118,234,3434
1994,38,42,106,208,2148
1993,38,42,118,204,2211
2011,38,44,0,0,0
2010,38,44,4,7,92
2009,38,44,5,5,62
2008,38,44,6,11,220
2007,38,44,8,21,754
2006,38,44,6,9,130
2005,38,44,10,25,499
2004,38,44,7,10,148
2003,38,44,7,12,250
2002,38,44,0,0,0
2001,38,44,7,13,241
2000,38,44,6,9,133
1999,38,44,5,7,135
1998,38,44,8,10,146
1997,38,44,9,14,168
1996,38,44,8,16,233
1995,38,44,8,15,140
1994,38,44,10,22,156
1993,38,44,10,16,227
2011,38,45,69,104,3047
2010,38,45,47,91,1443
2009,38,45,44,89,1383
2008,38,45,42,81,1523
2007,38,45,34,52,1057
2006,38,45,49,99,1462
2005,38,45,60,130,1736
2004,38,45,48,83,1628
2003,38,45,34,61,965
2002,38,45,47,91,1041
2001,38,45,50,94,1204
2000,38,45,38,76,922
1999,38,45,40,88,876
1998,38,45,41,99,972
1997,38,45,55,124,1231
1996,38,45,65,118,1285
1995,38,45,52,113,1370
1994,38,45,38,98,859
1993,38,45,68,166,1372
2011,38,46,689,1237,23305
2010,38,46,672,1225,21263
2009,38,46,739,1367,26214
2008,38,46,696,1312,22936
2007,38,46,645,1181,19475
2006,38,46,647,1173,18774
2005,38,46,655,1252,18813
2004,38,46,591,1134,16564
2003,38,46,587,1081,16163
2002,38,46,598,1162,17648
2001,38,46,625,1189,16789
2000,38,46,592,1164,15260
1999,38,46,601,1184,16576
1998,38,46,634,1274,16610
1997,38,46,642,1409,17992
1996,38,46,669,1397,18133
1995,38,46,710,1532,15333
1994,38,46,624,1334,13692
1993,38,46,585,1177,11297
2011,38,47,88,160,3227
2010,38,47,86,154,2318
2009,38,47,84,151,2369
2008,38,47,71,141,2106
2007,38,47,53,101,1605
2006,38,47,42,65,1249
2005,38,47,56,113,1769
2004,38,47,63,117,1549
2003,38,47,71,121,1845
2002,38,47,52,108,1389
2001,38,47,78,134,1519
2000,38,47,41,76,1056
1999,38,47,55,103,1390
1998,38,47,59,103,1365
1997,38,47,49,95,1798
1996,38,47,63,125,1364
1995,38,47,49,100,850
1994,38,47,42,77,1072
1993,38,47,47,86,746
2011,38,48,534,1178,23147
2010,38,48,461,926,17028
2009,38,48,435,916,17663
2008,38,48,374,780,13583
2007,38,48,379,828,12814
2006,38,48,379,818,12601
2005,38,48,377,741,10710
2004,38,48,411,819,12808
2003,38,48,435,870,12485
2002,38,48,363,711,10091
2001,38,48,337,687,9560
2000,38,48,345,695,9087
1999,38,48,370,784,9633
1998,38,48,382,835,9165
1997,38,48,370,805,9154
1996,38,48,377,832,8560
1995,38,48,428,928,9117
1994,38,48,391,906,8964
1993,38,48,457,1084,10897
2011,38,49,166,467,8490
2010,38,49,107,238,4899
2009,38,49,90,187,3436
2008,38,49,75,171,2959
2007,38,49,64,126,1959
2006,38,49,65,143,2523
2005,38,49,63,140,1999
2004,38,49,64,140,2021
2003,38,49,65,117,1908
2002,38,49,59,150,1460
2001,38,49,52,111,1656
2000,38,49,67,137,1956
1999,38,49,50,119,1267
1998,38,49,65,151,1592
1997,38,49,52,126,1370
1996,38,49,69,157,1674
1995,38,49,58,147,1556
1994,38,49,45,102,994
1993,38,49,52,128,1082
2011,38,50,0,0,0
2010,38,50,7,15,325
2009,38,50,10,17,270
2008,38,50,5,9,188
2007,38,50,4,6,164
2006,38,50,12,27,235
2005,38,50,5,10,131
2004,38,50,4,8,214
2003,38,50,10,14,194
2002,38,50,0,0,0
2001,38,50,0,0,0
2000,38,50,7,12,184
1999,38,50,0,0,0
1998,38,50,0,0,0
1997,38,50,7,13,171
1996,38,50,8,17,218
1995,38,50,8,10,97
1994,38,50,4,9,59
1993,38,50,3,13,166
2011,38,51,109,212,4719
2010,38,51,120,256,5651
2009,38,51,91,222,4164
2008,38,51,101,209,5060
2007,38,51,129,259,5984
2006,38,51,108,232,5174
2005,38,51,96,221,5146
2004,38,51,104,243,4461
2003,38,51,119,241,4420
2002,38,51,94,224,3984
2001,38,51,102,223,3774
2000,38,51,98,214,3534
1999,38,51,105,200,3221
1998,38,51,88,169,2600
1997,38,51,106,228,3257
1996,38,51,113,268,4006
1995,38,51,107,233,2890
1994,38,51,136,321,3211
1993,38,51,115,222,2846
2011,38,53,332,643,12438
2010,38,53,290,542,9875
2009,38,53,271,513,9704
2008,38,53,271,507,9993
2007,38,53,281,498,9129
2006,38,53,247,484,8408
2005,38,53,236,419,8279
2004,38,53,265,471,7406
2003,38,53,262,511,8063
2002,38,53,245,456,7256
2001,38,53,236,441,7306
2000,38,53,255,525,7752
1999,38,53,254,553,7378
1998,38,53,264,519,6710
1997,38,53,302,597,8421
1996,38,53,325,645,7360
1995,38,53,339,739,7741
1994,38,53,332,670,7499
1993,38,53,279,533,5465
2011,38,54,20,43,581
2010,38,54,21,34,735
2009,38,54,17,28,841
2008,38,54,10,21,315
2007,38,54,14,23,398
2006,38,54,11,23,274
2005,38,54,18,33,308
2004,38,54,18,37,738
2003,38,54,18,25,748
2002,38,54,19,43,892
2001,38,54,14,30,664
2000,38,54,19,49,542
1999,38,54,10,21,357
1998,38,54,17,35,373
1997,38,54,9,13,198
1996,38,54,18,33,430
1995,38,54,15,21,250
1994,38,54,20,37,246
1993,38,54,18,31,414
2011,38,55,335,604,13383
2010,38,55,282,498,9864
2009,38,55,245,424,9389
2008,38,55,253,432,9527
2007,38,55,228,459,10522
2006,38,55,191,348,7486
2005,38,55,206,365,9357
2004,38,55,207,387,6651
2003,38,55,206,389,6611
2002,38,55,193,364,6034
2001,38,55,172,324,7083
2000,38,55,151,280,4518
1999,38,55,166,290,6100
1998,38,55,206,375,6326
1997,38,55,175,340,5347
1996,38,55,180,358,5151
1995,38,55,195,401,5258
1994,38,55,187,400,5691
1993,38,55,188,365,4236
2011,38,56,448,1001,26153
2010,38,56,284,580,13889
2009,38,56,217,423,11818
2008,38,56,155,286,6910
2007,38,56,154,323,7778
2006,38,56,137,263,4613
2005,38,56,155,314,5260
2004,38,56,134,265,4789
2003,38,56,110,207,2978
2002,38,56,118,258,4006
2001,38,56,113,218,4052
2000,38,56,122,262,3946
1999,38,56,124,272,3507
1998,38,56,125,283,4209
1997,38,56,144,329,4200
1996,38,56,153,352,4227
1995,38,56,126,297,3411
1994,38,56,138,302,3074
1993,38,56,133,263,3485
2011,39,1,843,1746,33094
2010,39,1,772,1531,27567
2009,39,1,820,1731,30251
2008,39,1,908,1850,35929
2007,39,1,761,1552,34615
2006,39,1,776,1563,33804
2005,39,1,795,1641,33903
2004,39,1,785,1652,28835
2003,39,1,787,1621,27123
2002,39,1,821,1735,27459
2001,39,1,915,1960,34641
2000,39,1,989,2083,32099
1999,39,1,979,2116,34882
1998,39,1,979,2206,42621
1997,39,1,949,2054,37366
1996,39,1,862,1920,24912
1995,39,1,919,1915,23038
1994,39,1,761,1690,20454
1993,39,1,784,1751,19814
2011,39,2,221,425,9477
2010,39,2,213,407,7489
2009,39,2,241,455,10516
2008,39,2,218,433,8704
2007,39,2,200,431,7507
2006,39,2,212,426,7232
2005,39,2,183,358,7072
2004,39,2,171,371,6133
2003,39,2,216,419,8198
2002,39,2,186,384,6636
2001,39,2,210,440,11050
2000,39,2,224,451,7650
1999,39,2,216,475,6971
1998,39,2,203,447,7478
1997,39,2,213,440,6422
1996,39,2,221,470,5953
1995,39,2,258,573,7956
1994,39,2,199,407,5083
1993,39,2,252,606,7233
2011,39,4,1612,2991,67023
2010,39,4,1440,2551,53589
2009,39,4,1613,2964,66685
2008,39,4,1628,2920,68623
2007,39,4,1536,2873,69920
2006,39,4,1505,2889,63473
2005,39,4,1409,2782,59160
2004,39,4,1372,2539,55729
2003,39,4,1432,2613,55424
2002,39,4,1529,2814,60570
2001,39,4,1518,2837,57370
2000,39,4,1498,2902,55196
1999,39,4,1469,2761,59197
1998,39,4,1483,2889,47354
1997,39,4,1406,2712,42821
1996,39,4,1445,2804,45632
1995,39,4,1447,2834,37126
1994,39,4,1260,2532,31548
1993,39,4,1305,2608,33427
2011,39,5,414,829,20006
2010,39,5,328,688,20194
2009,39,5,365,763,21019
2008,39,5,358,738,24131
2007,39,5,317,719,15400
2006,39,5,321,666,17254
2005,39,5,353,759,17434
2004,39,5,340,746,18356
2003,39,5,373,807,14645
2002,39,5,402,835,15318
2001,39,5,381,807,14794
2000,39,5,353,756,14460
1999,39,5,375,781,11835
1998,39,5,387,824,12648
1997,39,5,406,871,11730
1996,39,5,377,829,11699
1995,39,5,351,780,9162
1994,39,5,309,671,7551
1993,39,5,297,673,7343
2011,39,6,3581,6358,168101
2010,39,6,3547,6215,159992
2009,39,6,3943,7017,187769
2008,39,6,4021,7344,209840
2007,39,6,3961,7434,217502
2006,39,6,4065,7873,226645
2005,39,6,4074,7695,195523
2004,39,6,3910,7443,175347
2003,39,6,4023,7470,178547
2002,39,6,4271,7804,219758
2001,39,6,3945,7324,209947
2000,39,6,4079,7887,186137
1999,39,6,4060,7932,177898
1998,39,6,3922,7643,157976
1997,39,6,4162,8181,165201
1996,39,6,4810,9663,179611
1995,39,6,5265,10584,194639
1994,39,6,5500,11265,205635
1993,39,6,6054,12360,199838
2011,39,8,1108,2080,48599
2010,39,8,1082,1886,42628
2009,39,8,1119,1998,57860
2008,39,8,1086,1966,59262
2007,39,8,1093,2064,57438
2006,39,8,1078,2020,53651
2005,39,8,1197,2333,55838
2004,39,8,1260,2432,53855
2003,39,8,1394,2589,59874
2002,39,8,1357,2562,59791
2001,39,8,1223,2275,54581
2000,39,8,1274,2349,57290
1999,39,8,1245,2370,48111
1998,39,8,1181,2275,42284
1997,39,8,1235,2458,39418
1996,39,8,1285,2488,42215
1995,39,8,1349,2738,39275
1994,39,8,1197,2360,34084
1993,39,8,1124,2362,32380
2011,39,9,508,969,36670
2010,39,9,467,878,35755
2009,39,9,494,950,41619
2008,39,9,552,1114,41262
2007,39,9,553,1133,45241
2006,39,9,581,1208,42323
2005,39,9,635,1280,46568
2004,39,9,599,1232,46589
2003,39,9,578,1130,36042
2002,39,9,529,1050,36704
2001,39,9,582,1127,40270
2000,39,9,661,1321,53012
1999,39,9,635,1268,45312
1998,39,9,557,1181,37037
1997,39,9,672,1324,45497
1996,39,9,693,1413,40262
1995,39,9,828,1682,45445
1994,39,9,735,1500,40478
1993,39,9,870,1798,55794
2011,39,10,182,348,10133
2010,39,10,201,404,9705
2009,39,10,202,379,11314
2008,39,10,204,416,10361
2007,39,10,213,476,14879
2006,39,10,188,386,16277
2005,39,10,173,355,11650
2004,39,10,194,407,10191
2003,39,10,189,411,10325
2002,39,10,164,317,7067
2001,39,10,176,356,9069
2000,39,10,188,401,11836
1999,39,10,189,407,10652
1998,39,10,184,358,8004
1997,39,10,187,412,9311
1996,39,10,237,475,13302
1995,39,10,241,524,10990
1994,39,10,233,490,10592
1993,39,10,216,426,8986
2011,39,11,244,322,12640
2010,39,11,240,315,12273
2009,39,11,212,277,10337
2008,39,11,220,290,10957
2007,39,11,218,310,12772
2006,39,11,214,291,9675
2005,39,11,198,287,8195
2004,39,11,198,275,8674
2003,39,11,175,254,8050
2002,39,11,214,272,8285
2001,39,11,205,315,8024
2000,39,11,168,236,6036
1999,39,11,197,269,6846
1998,39,11,171,254,5114
1997,39,11,193,297,5871
1996,39,11,207,297,5937
1995,39,11,247,354,6901
1994,39,11,199,293,5741
1993,39,11,231,356,6494
2011,39,12,6811,11970,254739
2010,39,12,6637,11763,239478
2009,39,12,7526,13463,269027
2008,39,12,8346,14632,385133
2007,39,12,7924,14201,319987
2006,39,12,7633,13771,297640
2005,39,12,6907,12642,273000
2004,39,12,6948,12395,255437
2003,39,12,7163,12756,287717
2002,39,12,7599,13390,277302
2001,39,12,7170,12743,305061
2000,39,12,7167,12911,261610
1999,39,12,7174,12916,234471
1998,39,12,7234,13360,242871
1997,39,12,7001,13004,193583
1996,39,12,7199,13461,244058
1995,39,12,7429,14018,185337
1994,39,12,6905,13148,166001
1993,39,12,7473,14059,168076
2011,39,13,2535,4982,106210
2010,39,13,2335,4596,93211
2009,39,13,2491,4930,102137
2008,39,13,2563,5110,101905
2007,39,13,2298,4750,115063
2006,39,13,2127,4280,97995
2005,39,13,2310,4728,101026
2004,39,13,2251,4579,96945
2003,39,13,2464,5065,103821
2002,39,13,2613,5251,109049
2001,39,13,2553,5082,109339
2000,39,13,2614,5388,113157
1999,39,13,2416,5055,99569
1998,39,13,2363,4875,92191
1997,39,13,2398,4928,82996
1996,39,13,2360,4886,78202
1995,39,13,2445,5015,71491
1994,39,13,2016,4319,60269
1993,39,13,2131,4556,63226
2011,39,15,287,587,9612
2010,39,15,296,559,10039
2009,39,15,382,726,13828
2008,39,15,345,676,13107
2007,39,15,323,609,11060
2006,39,15,283,555,10848
2005,39,15,312,600,9785
2004,39,15,279,546,9413
2003,39,15,279,536,8061
2002,39,15,257,491,7426
2001,39,15,276,548,8860
2000,39,15,274,531,7910
1999,39,15,337,643,9650
1998,39,15,296,613,8690
1997,39,15,337,687,9060
1996,39,15,360,717,9402
1995,39,15,404,787,9039
1994,39,15,376,777,9677
1993,39,15,429,910,10607
2011,39,16,196,425,7369
2010,39,16,185,442,6060
2009,39,16,166,347,6038
2008,39,16,205,465,8744
2007,39,16,147,333,6423
2006,39,16,138,299,4404
2005,39,16,144,318,4887
2004,39,16,167,385,6524
2003,39,16,138,279,3787
2002,39,16,153,320,5134
2001,39,16,141,309,5058
2000,39,16,158,351,6893
1999,39,16,178,387,6201
1998,39,16,153,319,5110
1997,39,16,160,316,4598
1996,39,16,151,357,4211
1995,39,16,167,397,5508
1994,39,16,136,321,4046
1993,39,16,132,291,4128
2011,39,17,3159,5819,189522
2010,39,17,2974,5219,153612
2009,39,17,3046,5552,187025
2008,39,17,3228,6035,197972
2007,39,17,3151,6095,211389
2006,39,17,3159,6212,216529
2005,39,17,3261,6245,181772
2004,39,17,3139,6047,174615
2003,39,17,3456,6595,208961
2002,39,17,3425,6588,190313
2001,39,17,3486,6833,195876
2000,39,17,3665,7238,215916
1999,39,17,3623,7175,199959
1998,39,17,3589,7032,189701
1997,39,17,3604,7318,177429
1996,39,17,3479,7139,168014
1995,39,17,3626,7441,159723
1994,39,17,3315,6856,140368
1993,39,17,3460,7199,139924
2011,39,18,4371,8341,173044
2010,39,18,4134,7942,163289
2009,39,18,4631,8734,194985
2008,39,18,4746,8882,197337
2007,39,18,4583,8676,202497
2006,39,18,4604,8818,197745
2005,39,18,4507,8581,189279
2004,39,18,4723,9201,185717
2003,39,18,4750,9184,192822
2002,39,18,5061,9781,213104
2001,39,18,5204,10125,226874
2000,39,18,5334,10116,219580
1999,39,18,5221,10296,206097
1998,39,18,5314,10430,199267
1997,39,18,5302,10630,189464
1996,39,18,5100,10008,168189
1995,39,18,4885,9645,153359
1994,39,18,4739,9549,143920
1993,39,18,4633,9298,138719
2011,39,19,448,911,23989
2010,39,19,453,916,28264
2009,39,19,503,926,24775
2008,39,19,510,981,26030
2007,39,19,489,994,27374
2006,39,19,504,997,25387
2005,39,19,451,875,20012
2004,39,19,444,873,19626
2003,39,19,530,1075,22310
2002,39,19,507,1005,22268
2001,39,19,626,1311,29586
2000,39,19,572,1125,24297
1999,39,19,565,1205,26127
1998,39,19,567,1127,23763
1997,39,19,536,1111,21510
1996,39,19,554,1138,19954
1995,39,19,498,1086,18052
1994,39,19,486,1097,16875
1993,39,19,447,942,14088
2011,39,20,561,1127,24516
2010,39,20,459,909,20562
2009,39,20,513,1051,31724
2008,39,20,481,992,24331
2007,39,20,497,1048,28409
2006,39,20,482,962,22681
2005,39,20,501,1061,24047
2004,39,20,510,1056,22258
2003,39,20,551,1109,27391
2002,39,20,572,1208,26998
2001,39,20,642,1369,35826
2000,39,20,643,1418,31050
1999,39,20,631,1370,35475
1998,39,20,572,1240,26112
1997,39,20,582,1286,25792
1996,39,20,576,1281,20799
1995,39,20,653,1454,23383
1994,39,20,515,1111,17733
1993,39,20,631,1452,22530
2011,39,21,5128,9470,188826
2010,39,21,4869,8824,175180
2009,39,21,5229,9645,194139
2008,39,21,5283,9574,207553
2007,39,21,5061,9375,205380
2006,39,21,5077,9484,214509
2005,39,21,4933,9037,180295
2004,39,21,5013,9266,176354
2003,39,21,5051,9315,176694
2002,39,21,5469,9815,188824
2001,39,21,5619,10327,208448
2000,39,21,5549,10349,198997
1999,39,21,5653,10587,194780
1998,39,21,5468,10146,186953
1997,39,21,5272,9878,156625
1996,39,21,5019,9374,143712
1995,39,21,5106,9528,134560
1994,39,21,4747,9108,122860
1993,39,21,4699,9071,117120
2011,39,22,557,1106,29405
2010,39,22,456,900,18846
2009,39,22,514,1020,22718
2008,39,22,496,932,22954
2007,39,22,541,1115,27347
2006,39,22,933,1979,36486
2005,39,22,465,925,20867
2004,39,22,505,984,19675
2003,39,22,536,1093,19354
2002,39,22,578,1122,21115
2001,39,22,588,1204,21295
2000,39,22,597,1219,23359
1999,39,22,632,1295,27805
1998,39,22,586,1223,22335
1997,39,22,610,1238,19596
1996,39,22,601,1258,20177
1995,39,22,576,1210,18768
1994,39,22,574,1247,15591
1993,39,22,678,1502,19753
2011,39,23,168,322,7214
2010,39,23,187,346,7426
2009,39,23,201,384,9726
2008,39,23,193,354,8488
2007,39,23,202,429,10146
2006,39,23,184,363,10189
2005,39,23,179,365,7034
2004,39,23,206,366,7365
2003,39,23,173,315,6591
2002,39,23,211,394,8272
2001,39,23,186,355,7208
2000,39,23,193,375,7326
1999,39,23,193,379,7906
1998,39,23,181,334,5635
1997,39,23,222,439,5873
1996,39,23,209,416,6340
1995,39,23,227,464,7168
1994,39,23,214,463,5849
1993,39,23,245,517,6016
2011,39,24,1187,2129,63165
2010,39,24,1033,1881,52176
2009,39,24,1253,2388,69891
2008,39,24,1301,2416,72455
2007,39,24,1387,2771,84263
2006,39,24,1436,2792,78639
2005,39,24,1323,2638,69120
2004,39,24,1243,2407,68313
2003,39,24,1315,2498,60630
2002,39,24,1267,2394,61872
2001,39,24,1306,2637,70155
2000,39,24,1272,2451,62095
1999,39,24,1385,2802,66971
1998,39,24,1359,2746,60836
1997,39,24,1412,2888,65087
1996,39,24,1466,3022,61132
1995,39,24,1459,2908,54185
1994,39,24,1316,2625,51337
1993,39,24,1503,3150,56231
2011,39,25,916,1566,66013
2010,39,25,859,1448,51281
